ID,English_name,Vocalization_type,Quality,Date,X,Y,Clean_Time,Datetime,Date_String
251567,Blue-collared Zipper,Call,C,3/11/2007,50,60,12:00,3/11/2007 12:00,3/11/2007 12:00
251566,Blue-collared Zipper,Call,C,9/12/2005,53,61,14:00,9/12/2005 14:00,9/12/2005 14:00
230061,Blue-collared Zipper,Call,C,1/5/2008,143,111,9:00,1/5/2008 9:00,1/5/2008 9:00
162080,Blue-collared Zipper,Call,C,12/10/2013,47,62,16:11,12/10/2013 16:11,12/10/2013 16:11
158745,Blue-collared Zipper,Call,C,12/16/2013,45,67,9:30,12/16/2013 9:30,12/16/2013 9:30
131815,Blue-collared Zipper,Call,C,12/17/2007,85,105,11:00,12/17/2007 11:00,12/17/2007 11:00
113765,Blue-collared Zipper,Song,C,9/16/2011,125,116,11:00,9/16/2011 11:00,9/16/2011 11:00
95987,Blue-collared Zipper,Song,C,2/13/2012,44,64,9:33,2/13/2012 9:33,2/13/2012 9:33
61917,Blue-collared Zipper,Call,C,8/24/2010,120,113,6:28,8/24/2010 6:28,8/24/2010 6:28
15843,Blue-collared Zipper,Call,C,8/15/2007,49,57,11:15,8/15/2007 11:15,8/15/2007 11:15
12273,Blue-collared Zipper,Call,C,4/8/2003,23,138,13:33,4/8/2003 13:33,4/8/2003 13:33
8370,Blue-collared Zipper,Call,C,9/26/2006,48,63,16:00,9/26/2006 16:00,9/26/2006 16:00
339830,Blue-collared Zipper,Call,D,10/8/2003,31,136,10:37,10/8/2003 10:37,10/8/2003 10:37
326977,Blue-collared Zipper,Call,D,5/27/2016,95,141,11:30,5/27/2016 11:30,5/27/2016 11:30
112599,Blue-collared Zipper,Song,D,10/23/2012,45,68,6:04,10/23/2012 6:04,10/23/2012 6:04
394751,Bombadil,"Call, Song",A,7/3/2017,79,144,6:50,7/3/2017 6:50,7/3/2017 6:50
389979,Bombadil,Call,A,5/27/2017,86,136,9:34,5/27/2017 9:34,5/27/2017 9:34
388172,Bombadil,Song,A,5/20/2017,69,154,17:31,5/20/2017 17:31,5/20/2017 17:31
381414,Bombadil,Song,A,6/1/2017,78,136,17:04,6/1/2017 17:04,6/1/2017 17:04
381413,Bombadil,Song,A,6/1/2017,78,156,17:03,6/1/2017 17:03,6/1/2017 17:03
373488,Bombadil,Song,A,6/1/2017,69,154,15:30,6/1/2017 15:30,6/1/2017 15:30
372594,Bombadil,Song,A,5/20/2017,69,150,7:00,5/20/2017 7:00,5/20/2017 7:00
333314,Bombadil,Song,A,6/25/2016,80,137,16:03,6/25/2016 16:03,6/25/2016 16:03
318350,Bombadil,Song,A,5/24/2016,67,144,17:25,5/24/2016 17:25,5/24/2016 17:25
318349,Bombadil,Song,A,5/24/2016,144,43,17:23,5/24/2016 17:23,5/24/2016 17:23
317206,Bombadil,Call,A,5/14/2016,71,143,2:30,5/14/2016 2:30,5/14/2016 2:30
314298,Bombadil,Song,A,4/30/2016,66,154,12:30,4/30/2016 12:30,4/30/2016 12:30
313482,Bombadil,Song,A,4/23/2016,68,144,11:30,4/23/2016 11:30,4/23/2016 11:30
296888,Bombadil,"Call, Song",A,5/18/2012,71,143,9:42,5/18/2012 9:42,5/18/2012 9:42
296886,Bombadil,Song,A,5/18/2011,74,133,11:57,5/18/2011 11:57,5/18/2011 11:57
296883,Bombadil,Song,A,5/29/2011,78,156,13:21,5/29/2011 13:21,5/29/2011 13:21
292085,Bombadil,Song,A,5/18/2008,58,165,17:00,5/18/2008 17:00,5/18/2008 17:00
246112,Bombadil,Song,A,5/26/2015,77,135,18:45,5/26/2015 18:45,5/26/2015 18:45
206157,Bombadil,Song,A,6/13/2014,66,154,5:00,6/13/2014 5:00,6/13/2014 5:00
185815,Bombadil,Song,A,6/6/2014,70,160,20:30,6/6/2014 20:30,6/6/2014 20:30
185814,Bombadil,Song,A,6/6/2014,58,86,20:26,6/6/2014 20:26,6/6/2014 20:26
185812,Bombadil,Song,A,6/6/2014,57,154,20:17,6/6/2014 20:17,6/6/2014 20:17
185521,Bombadil,Song,A,6/6/2014,66,135,5:18,6/6/2014 5:18,6/6/2014 5:18
185518,Bombadil,Song,A,6/6/2014,70,140,5:24,6/6/2014 5:24,6/6/2014 5:24
182689,Bombadil,Call,A,5/25/2014,69,155,11:35,5/25/2014 11:35,5/25/2014 11:35
180230,Bombadil,Song,A,5/28/2014,85,145,18:00,5/28/2014 18:00,5/28/2014 18:00
178244,Bombadil,"Call, Song",A,5/14/2014,64,152,10:00,5/14/2014 10:00,5/14/2014 10:00
177472,Bombadil,Song,A,5/6/2014,67,154,6:00,5/6/2014 6:00,5/6/2014 6:00
177471,Bombadil,Song,A,5/6/2014,73,144,6:00,5/6/2014 6:00,5/6/2014 6:00
160543,Bombadil,Song,A,5/21/2013,65,134,7:42,5/21/2013 7:42,5/21/2013 7:42
155548,Bombadil,Song,A,5/19/2013,64,146,7:30,5/19/2013 7:30,5/19/2013 7:30
147289,Bombadil,Call,A,9/4/2013,74,156,8:44,9/4/2013 8:44,9/4/2013 8:44
100089,Bombadil,Song,A,4/22/2012,81,164,9:30,4/22/2012 9:30,4/22/2012 9:30
59146,Bombadil,Song,A,5/7/2010,67,161,8:40,5/7/2010 8:40,5/7/2010 8:40
59127,Bombadil,Song,A,5/4/2010,68,160,14:20,5/4/2010 14:20,5/4/2010 14:20
50596,Bombadil,Song,A,2/12/2007,86,131,0:00,2/12/2007 0:00,2/12/2007 0:00
48651,Bombadil,Song,A,5/4/2010,67,153,11:00,5/4/2010 11:00,5/4/2010 11:00
48268,Bombadil,Song,A,5/2/2010,83,135,10:40,5/2/2010 10:40,5/2/2010 10:40
48028,Bombadil,Song,A,0000-00-00,71,138,0:00,,
48027,Bombadil,Song,A,0000-00-00,83,138,0:00,,
13792,Bombadil,Song,A,6/9/2007,84,179,5:45,6/9/2007 5:45,6/9/2007 5:45
388171,Bombadil,Call,B,5/20/2017,72,142,17:28,5/20/2017 17:28,5/20/2017 17:28
337963,Bombadil,Call,B,7/1/2016,74,141,9:01,7/1/2016 9:01,7/1/2016 9:01
337962,Bombadil,Call,B,7/1/2016,35,81,8:50,7/1/2016 8:50,7/1/2016 8:50
328931,Bombadil,Song,B,6/9/2015,80,146,10:00,6/9/2015 10:00,6/9/2015 10:00
326730,Bombadil,Call,B,6/18/2016,61,158,7:32,6/18/2016 7:32,6/18/2016 7:32
319716,Bombadil,Song,B,5/29/2016,69,155,15:00,5/29/2016 15:00,5/29/2016 15:00
317040,Bombadil,Song,B,5/7/2016,73,142,15:00,5/7/2016 15:00,5/7/2016 15:00
314099,Bombadil,Song,B,4/28/2016,74,136,10:30,4/28/2016 10:30,4/28/2016 10:30
313534,Bombadil,Song,B,4/22/2016,83,139,9:00,4/22/2016 9:00,4/22/2016 9:00
296892,Bombadil,Call,B,5/18/2012,65,149,8:35,5/18/2012 8:35,5/18/2012 8:35
296887,Bombadil,"Call, Song",B,5/18/2011,77,140,11:53,5/18/2011 11:53,5/18/2011 11:53
296884,Bombadil,"Call, Song",B,5/18/2011,75,130,12:46,5/18/2011 12:46,5/18/2011 12:46
278928,Bombadil,Call,B,9/10/2015,75,136,6:30,9/10/2015 6:30,9/10/2015 6:30
278925,Bombadil,Call,B,9/12/2015,58,163,8:38,9/12/2015 8:38,9/12/2015 8:38
278828,Bombadil,Call,B,9/12/2015,57,158,7:07,9/12/2015 7:07,9/12/2015 7:07
278827,Bombadil,Call,B,9/12/2015,72,154,7:04,9/12/2015 7:04,9/12/2015 7:04
254449,Bombadil,"Call, Song",B,6/28/2015,67,153,18:00,6/28/2015 18:00,6/28/2015 18:00
253399,Bombadil,Song,B,5/31/2015,77,150,8:07,5/31/2015 8:07,5/31/2015 8:07
246110,Bombadil,Song,B,5/26/2015,74,165,18:00,5/26/2015 18:00,5/26/2015 18:00
237361,Bombadil,Song,B,4/26/2015,68,163,9:30,4/26/2015 9:30,4/26/2015 9:30
206183,Bombadil,Song,B,6/13/2014,58,131,6:00,6/13/2014 6:00,6/13/2014 6:00
199590,Bombadil,Call,B,7/18/2014,84,152,7:00,7/18/2014 7:00,7/18/2014 7:00
185821,Bombadil,Song,B,6/6/2014,70,155,20:56,6/6/2014 20:56,6/6/2014 20:56
185819,Bombadil,"Call, Song",B,6/6/2014,89,158,20:19,6/6/2014 20:19,6/6/2014 20:19
185817,Bombadil,Song,B,6/6/2014,82,148,21:29,6/6/2014 21:29,6/6/2014 21:29
179962,Bombadil,Call,B,5/24/2014,72,154,10:25,5/24/2014 10:25,5/24/2014 10:25
179961,Bombadil,Song,B,5/24/2014,61,163,10:13,5/24/2014 10:13,5/24/2014 10:13
179960,Bombadil,Call,B,5/24/2014,73,152,10:03,5/24/2014 10:03,5/24/2014 10:03
160803,Bombadil,Song,B,6/21/2013,67,156,17:51,6/21/2013 17:51,6/21/2013 17:51
160622,Bombadil,Song,B,5/28/2013,56,130,5:34,5/28/2013 5:34,5/28/2013 5:34
153879,Bombadil,Call,B,7/23/2013,72,140,7:00,7/23/2013 7:00,7/23/2013 7:00
153344,Bombadil,Song,B,6/10/2013,71,156,5:00,6/10/2013 5:00,6/10/2013 5:00
153038,Bombadil,Song,B,6/26/2013,57,151,7:00,6/26/2013 7:00,6/26/2013 7:00
153037,Bombadil,Song,B,6/25/2013,85,156,8:00,6/25/2013 8:00,6/25/2013 8:00
101450,Bombadil,Song,B,5/10/2012,75,143,11:10,5/10/2012 11:10,5/10/2012 11:10
101449,Bombadil,Song,B,5/10/2012,104,131,10:55,5/10/2012 10:55,5/10/2012 10:55
100088,Bombadil,Song,B,4/22/2012,68,152,9:30,4/22/2012 9:30,4/22/2012 9:30
100087,Bombadil,Song,B,4/22/2012,75,149,9:30,4/22/2012 9:30,4/22/2012 9:30
100086,Bombadil,Song,B,4/22/2012,71,151,9:30,4/22/2012 9:30,4/22/2012 9:30
95114,Bombadil,Call,B,8/8/2011,79,147,19:15,8/8/2011 19:15,8/8/2011 19:15
67480,Bombadil,Song,B,5/23/2010,68,154,11:37,5/23/2010 11:37,5/23/2010 11:37
50610,Bombadil,Song,B,3/15/2006,71,162,0:00,3/15/2006 0:00,3/15/2006 0:00
50609,Bombadil,Song,B,3/16/2007,70,144,0:00,3/16/2007 0:00,3/16/2007 0:00
50608,Bombadil,Song,B,3/15/2006,68,155,0:00,3/15/2006 0:00,3/15/2006 0:00
50607,Bombadil,Song,B,3/15/2006,70,166,0:00,3/15/2006 0:00,3/15/2006 0:00
50606,Bombadil,Song,B,3/11/2005,75,135,0:00,3/11/2005 0:00,3/11/2005 0:00
50605,Bombadil,Song,B,3/27/2005,72,140,0:00,3/27/2005 0:00,3/27/2005 0:00
50604,Bombadil,Song,B,3/10/2006,89,138,0:00,3/10/2006 0:00,3/10/2006 0:00
50603,Bombadil,Song,B,3/15/2006,48,56,0:00,3/15/2006 0:00,3/15/2006 0:00
50602,Bombadil,Song,B,2/12/2007,66,170,0:00,2/12/2007 0:00,2/12/2007 0:00
50601,Bombadil,Song,B,3/18/2006,69,165,0:00,3/18/2006 0:00,3/18/2006 0:00
50600,Bombadil,Song,B,3/15/2006,91,140,0:00,3/15/2006 0:00,3/15/2006 0:00
50599,Bombadil,Song,B,3/15/2006,74,139,0:00,3/15/2006 0:00,3/15/2006 0:00
50598,Bombadil,Song,B,3/10/2005,80,145,0:00,3/10/2005 0:00,3/10/2005 0:00
50597,Bombadil,Song,B,3/15/2006,61,134,0:00,3/15/2006 0:00,3/15/2006 0:00
50595,Bombadil,Song,B,3/14/2006,76,172,0:00,3/14/2006 0:00,3/14/2006 0:00
50594,Bombadil,Song,B,3/15/2006,72,148,0:00,3/15/2006 0:00,3/15/2006 0:00
50593,Bombadil,Song,B,3/15/2006,72,155,0:00,3/15/2006 0:00,3/15/2006 0:00
50592,Bombadil,Song,B,3/15/2006,72,149,0:00,3/15/2006 0:00,3/15/2006 0:00
50591,Bombadil,Song,B,2/12/2007,60,119,0:00,2/12/2007 0:00,2/12/2007 0:00
50590,Bombadil,Song,B,3/15/2006,73,141,0:00,3/15/2006 0:00,3/15/2006 0:00
50589,Bombadil,Song,B,3/10/2006,48,57,0:00,3/10/2006 0:00,3/10/2006 0:00
50588,Bombadil,Song,B,3/15/2006,81,139,0:00,3/15/2006 0:00,3/15/2006 0:00
50587,Bombadil,Song,B,3/10/2006,136,125,0:00,3/10/2006 0:00,3/10/2006 0:00
50586,Bombadil,Song,B,2/12/2007,90,111,0:00,2/12/2007 0:00,2/12/2007 0:00
48029,Bombadil,Song,B,0000-00-00,65,142,0:00,,
31206,Bombadil,Call,B,6/19/2008,84,139,0:00,6/19/2008 0:00,6/19/2008 0:00
31205,Bombadil,Call,B,6/19/2008,78,137,0:00,6/19/2008 0:00,6/19/2008 0:00
31204,Bombadil,Song,B,6/13/2008,82,138,0:00,6/13/2008 0:00,6/13/2008 0:00
31203,Bombadil,"Call, Song",B,6/13/2008,69,152,0:00,6/13/2008 0:00,6/13/2008 0:00
31202,Bombadil,Song,B,6/13/2008,74,134,0:00,6/13/2008 0:00,6/13/2008 0:00
31049,Bombadil,Song,B,5/29/2008,74,141,0:00,5/29/2008 0:00,5/29/2008 0:00
31047,Bombadil,Song,B,5/29/2008,71,156,0:00,5/29/2008 0:00,5/29/2008 0:00
13791,Bombadil,Song,B,6/3/2007,75,98,7:10,6/3/2007 7:10,6/3/2007 7:10
1366,Bombadil,Song,B,4/29/2003,84,142,0:00,4/29/2003 0:00,4/29/2003 0:00
356871,Bombadil,Song,C,6/25/2015,72,165,16:30,6/25/2015 16:30,6/25/2015 16:30
337964,Bombadil,Call,C,7/1/2016,92,134,9:07,7/1/2016 9:07,7/1/2016 9:07
337314,Bombadil,Song,C,5/29/2015,73,158,15:15,5/29/2015 15:15,5/29/2015 15:15
318258,Bombadil,Call,C,5/17/2016,73,140,3:30,5/17/2016 3:30,5/17/2016 3:30
315032,Bombadil,Call,C,4/24/2016,69,147,7:07,4/24/2016 7:07,4/24/2016 7:07
296896,Bombadil,"Call, Song",C,5/18/2012,70,130,8:33,5/18/2012 8:33,5/18/2012 8:33
296885,Bombadil,Call,C,5/18/2011,73,141,12:46,5/18/2011 12:46,5/18/2011 12:46
180228,Bombadil,Song,C,5/28/2014,72,138,18:00,5/28/2014 18:00,5/28/2014 18:00
137968,Bombadil,Song,C,6/9/2013,81,129,7:00,6/9/2013 7:00,6/9/2013 7:00
131789,Bombadil,Song,C,4/22/2013,66,144,9:00,4/22/2013 9:00,4/22/2013 9:00
100143,Bombadil,Song,C,4/30/2012,77,133,16:35,4/30/2012 16:35,4/30/2012 16:35
31207,Bombadil,Call,C,6/19/2008,66,150,0:00,6/19/2008 0:00,6/19/2008 0:00
31046,Bombadil,Song,C,5/29/2008,69,155,0:00,5/29/2008 0:00,5/29/2008 0:00
31042,Bombadil,Call,C,5/29/2008,78,155,0:00,5/29/2008 0:00,5/29/2008 0:00
31041,Bombadil,Call,C,5/29/2008,78,137,0:00,5/29/2008 0:00,5/29/2008 0:00
246111,Bombadil,Song,D,5/26/2015,64,131,18:20,5/26/2015 18:20,5/26/2015 18:20
216402,Bombadil,Call,D,9/14/2013,71,163,9:22,9/14/2013 9:22,9/14/2013 9:22
216399,Bombadil,Call,D,9/14/2013,71,157,9:22,9/14/2013 9:22,9/14/2013 9:22
176638,Bombadil,Call,D,10/12/2013,65,148,12:30,10/12/2013 12:30,10/12/2013 12:30
83740,Bombadil,"Call, Song",D,3/27/2011,47,58,9:45,3/27/2011 9:45,3/27/2011 9:45
31044,Bombadil,"Call, Song",D,5/29/2008,41,63,0:00,5/29/2008 0:00,5/29/2008 0:00
132418,Bombadil,Song,E,5/3/2013,88,142,18:10,5/3/2013 18:10,5/3/2013 18:10
101415,Bombadil,Call,E,5/13/2012,64,158,8:00,5/13/2012 8:00,5/13/2012 8:00
43642,Bombadil,Song,E,6/20/2009,78,154,7:30,6/20/2009 7:30,6/20/2009 7:30
379541,Broad-winged Jojo,Song,,7/1/2017,55,74,11:30,7/1/2017 11:30,7/1/2017 11:30
379335,Broad-winged Jojo,Song,,7/1/2017,55,80,15:31,7/1/2017 15:31,7/1/2017 15:31
387362,Broad-winged Jojo,Call,A,7/28/2013,53,87,8:31,7/28/2013 8:31,7/28/2013 8:31
371463,Broad-winged Jojo,"Call, Song",A,5/14/2017,61,75,6:30,5/14/2017 6:30,5/14/2017 6:30
317055,Broad-winged Jojo,"Call, Song",A,5/16/2016,63,91,7:30,5/16/2016 7:30,5/16/2016 7:30
317045,Broad-winged Jojo,Call,A,5/15/2016,60,78,16:30,5/15/2016 16:30,5/15/2016 16:30
278203,Broad-winged Jojo,,A,6/10/2015,69,90,17:46,6/10/2015 17:46,6/10/2015 17:46
278201,Broad-winged Jojo,,A,6/10/2015,66,90,17:45,6/10/2015 17:45,6/10/2015 17:45
262816,Broad-winged Jojo,Call,A,7/18/2015,40,132,8:00,7/18/2015 8:00,7/18/2015 8:00
192537,Broad-winged Jojo,Call,A,6/14/2014,42,86,8:14,6/14/2014 8:14,6/14/2014 8:14
192536,Broad-winged Jojo,Call,A,6/14/2014,56,145,8:34,6/14/2014 8:34,6/14/2014 8:34
184319,Broad-winged Jojo,Call,A,6/28/2014,61,76,7:00,6/28/2014 7:00,6/28/2014 7:00
182068,Broad-winged Jojo,"Call, Song",A,5/22/2014,54,76,8:00,5/22/2014 8:00,5/22/2014 8:00
140782,Broad-winged Jojo,Call,A,6/27/2013,55,78,6:35,6/27/2013 6:35,6/27/2013 6:35
139568,Broad-winged Jojo,Call,A,6/23/2013,92,133,8:00,6/23/2013 8:00,6/23/2013 8:00
135669,Broad-winged Jojo,"Call, Song",A,5/26/2013,61,75,10:30,5/26/2013 10:30,5/26/2013 10:30
80335,Broad-winged Jojo,Song,A,6/7/2011,56,83,8:24,6/7/2011 8:24,6/7/2011 8:24
59092,Broad-winged Jojo,Call,A,7/31/2010,142,47,0:00,7/31/2010 0:00,7/31/2010 0:00
51531,Broad-winged Jojo,Song,A,5/10/2005,77,140,0:00,5/10/2005 0:00,5/10/2005 0:00
46808,Broad-winged Jojo,Call,A,0000-00-00,46,62,4:00,,
33567,Broad-winged Jojo,Call,A,4/27/2009,135,45,10:00,4/27/2009 10:00,4/27/2009 10:00
33566,Broad-winged Jojo,"Call, Song",A,4/27/2009,60,76,10:00,4/27/2009 10:00,4/27/2009 10:00
33565,Broad-winged Jojo,Song,A,4/27/2009,59,75,10:00,4/27/2009 10:00,4/27/2009 10:00
33564,Broad-winged Jojo,"Call, Song",A,4/27/2009,87,132,10:00,4/27/2009 10:00,4/27/2009 10:00
33563,Broad-winged Jojo,"Call, Song",A,4/27/2009,59,84,10:00,4/27/2009 10:00,4/27/2009 10:00
14955,Broad-winged Jojo,Call,A,6/22/2007,67,82,10:00,6/22/2007 10:00,6/22/2007 10:00
14954,Broad-winged Jojo,Call,A,6/14/2007,55,53,4:00,6/14/2007 4:00,6/14/2007 4:00
13689,Broad-winged Jojo,Song,A,6/4/2007,61,156,7:32,6/4/2007 7:32,6/4/2007 7:32
395415,Broad-winged Jojo,Call,B,6/4/2017,45,49,8:00,6/4/2017 8:00,6/4/2017 8:00
389986,Broad-winged Jojo,Call,B,5/27/2017,70,81,6:19,5/27/2017 6:19,5/27/2017 6:19
389985,Broad-winged Jojo,Call,B,5/27/2017,64,75,6:16,5/27/2017 6:16,5/27/2017 6:16
385856,Broad-winged Jojo,Call,B,7/19/2015,56,84,9:00,7/19/2015 9:00,7/19/2015 9:00
379258,Broad-winged Jojo,Call,B,7/10/2017,149,160,6:55,7/10/2017 6:55,7/10/2017 6:55
373461,Broad-winged Jojo,Call,B,4/14/2017,46,75,16:00,4/14/2017 16:00,4/14/2017 16:00
372595,Broad-winged Jojo,Song,B,5/26/2017,143,54,12:00,5/26/2017 12:00,5/26/2017 12:00
357148,Broad-winged Jojo,Call,B,2/25/2017,39,63,8:00,2/25/2017 8:00,2/25/2017 8:00
320111,Broad-winged Jojo,Call,B,5/29/2016,55,79,16:30,5/29/2016 16:30,5/29/2016 16:30
319446,Broad-winged Jojo,Song,B,5/30/2016,33,152,5:44,5/30/2016 5:44,5/30/2016 5:44
319008,Broad-winged Jojo,Song,B,5/28/2016,151,158,2:00,5/28/2016 2:00,5/28/2016 2:00
278199,Broad-winged Jojo,,B,6/10/2015,38,85,17:36,6/10/2015 17:36,6/10/2015 17:36
255840,Broad-winged Jojo,Call,B,7/5/2015,70,157,10:00,7/5/2015 10:00,7/5/2015 10:00
253869,Broad-winged Jojo,"Call, Song",B,3/20/2015,69,83,8:46,3/20/2015 8:46,3/20/2015 8:46
253864,Broad-winged Jojo,"Call, Song",B,3/20/2015,133,37,8:46,3/20/2015 8:46,3/20/2015 8:46
253853,Broad-winged Jojo,"Call, Song",B,3/20/2015,60,78,8:44,3/20/2015 8:44,3/20/2015 8:44
253850,Broad-winged Jojo,"Call, Song",B,3/20/2015,48,80,8:44,3/20/2015 8:44,3/20/2015 8:44
253355,Broad-winged Jojo,Call,B,6/6/2015,79,130,9:30,6/6/2015 9:30,6/6/2015 9:30
228616,Broad-winged Jojo,Call,B,4/25/1999,58,76,19:00,4/25/1999 19:00,4/25/1999 19:00
196882,Broad-winged Jojo,Call,B,8/25/2014,79,132,6:30,8/25/2014 6:30,8/25/2014 6:30
196875,Broad-winged Jojo,Song,B,8/25/2014,51,74,6:00,8/25/2014 6:00,8/25/2014 6:00
194599,Broad-winged Jojo,Call,B,7/30/2014,33,140,20:08,7/30/2014 20:08,7/30/2014 20:08
194583,Broad-winged Jojo,Call,B,7/30/2014,43,73,20:12,7/30/2014 20:12,7/30/2014 20:12
179051,Broad-winged Jojo,,B,5/9/2014,70,143,9:00,5/9/2014 9:00,5/9/2014 9:00
176376,Broad-winged Jojo,Call,B,4/27/2014,53,69,14:03,4/27/2014 14:03,4/27/2014 14:03
164751,Broad-winged Jojo,Song,B,5/11/2012,56,78,7:38,5/11/2012 7:38,5/11/2012 7:38
164748,Broad-winged Jojo,Song,B,5/10/2012,10,147,11:09,5/10/2012 11:09,5/10/2012 11:09
164744,Broad-winged Jojo,Call,B,5/12/2012,129,108,12:19,5/12/2012 12:19,5/12/2012 12:19
164739,Broad-winged Jojo,Call,B,5/12/2012,57,74,12:19,5/12/2012 12:19,5/12/2012 12:19
160321,Broad-winged Jojo,Call,B,5/5/2013,45,65,5:58,5/5/2013 5:58,5/5/2013 5:58
159336,Broad-winged Jojo,Call,B,8/24/2012,60,77,11:44,8/24/2012 11:44,8/24/2012 11:44
159277,Broad-winged Jojo,Call,B,8/19/2012,58,77,11:58,8/19/2012 11:58,8/19/2012 11:58
158560,Broad-winged Jojo,Call,B,4/11/2013,66,81,8:30,4/11/2013 8:30,4/11/2013 8:30
142861,Broad-winged Jojo,Song,B,6/16/2013,75,145,18:00,6/16/2013 18:00,6/16/2013 18:00
140783,Broad-winged Jojo,Call,B,6/27/2013,50,79,7:50,6/27/2013 7:50,6/27/2013 7:50
135668,Broad-winged Jojo,"Call, Song",B,5/26/2013,60,74,10:30,5/26/2013 10:30,5/26/2013 10:30
135667,Broad-winged Jojo,Song,B,5/26/2013,63,88,10:30,5/26/2013 10:30,5/26/2013 10:30
108734,Broad-winged Jojo,Call,B,8/28/2012,45,74,19:25,8/28/2012 19:25,8/28/2012 19:25
103814,Broad-winged Jojo,"Call, Song",B,6/13/2012,58,75,10:30,6/13/2012 10:30,6/13/2012 10:30
102207,Broad-winged Jojo,Call,B,5/27/2012,56,73,8:15,5/27/2012 8:15,5/27/2012 8:15
101243,Broad-winged Jojo,Song,B,5/16/2012,36,141,5:15,5/16/2012 5:15,5/16/2012 5:15
94147,Broad-winged Jojo,Song,B,7/9/2011,45,76,15:30,7/9/2011 15:30,7/9/2011 15:30
86466,Broad-winged Jojo,"Call, Song",B,7/9/2011,59,76,15:59,7/9/2011 15:59,7/9/2011 15:59
82759,Broad-winged Jojo,Call,B,7/3/2011,55,74,7:15,7/3/2011 7:15,7/3/2011 7:15
59093,Broad-winged Jojo,Call,B,7/31/2010,53,76,0:00,7/31/2010 0:00,7/31/2010 0:00
54331,Broad-winged Jojo,"Call, Song",B,7/12/2008,64,82,11:00,7/12/2008 11:00,7/12/2008 11:00
43644,Broad-winged Jojo,Call,B,6/20/2009,44,81,8:30,6/20/2009 8:30,6/20/2009 8:30
17165,Broad-winged Jojo,Song,B,7/9/2007,57,76,0:00,7/9/2007 0:00,7/9/2007 0:00
17162,Broad-winged Jojo,Call,B,7/9/2007,62,78,0:00,7/9/2007 0:00,7/9/2007 0:00
330559,Broad-winged Jojo,Call,C,8/7/2016,63,76,17:00,8/7/2016 17:00,8/7/2016 17:00
320501,Broad-winged Jojo,Call,C,6/7/2016,61,91,19:00,6/7/2016 19:00,6/7/2016 19:00
288571,Broad-winged Jojo,Call,C,3/7/1998,49,64,8:52,3/7/1998 8:52,3/7/1998 8:52
253903,Broad-winged Jojo,Call,C,6/6/2015,125,107,9:30,6/6/2015 9:30,6/6/2015 9:30
183604,Broad-winged Jojo,Song,C,6/21/2014,58,77,10:00,6/21/2014 10:00,6/21/2014 10:00
164742,Broad-winged Jojo,Call,C,5/12/2012,60,75,12:19,5/12/2012 12:19,5/12/2012 12:19
164736,Broad-winged Jojo,Song,C,5/9/2013,58,79,11:43,5/9/2013 11:43,5/9/2013 11:43
160341,Broad-winged Jojo,Call,C,5/5/2013,56,74,9:25,5/5/2013 9:25,5/5/2013 9:25
141872,Broad-winged Jojo,Call,C,8/25/2012,65,92,9:00,8/25/2012 9:00,8/25/2012 9:00
141537,Broad-winged Jojo,Song,C,6/27/2013,42,87,8:30,6/27/2013 8:30,6/27/2013 8:30
138081,Broad-winged Jojo,Call,C,6/11/2013,51,76,5:00,6/11/2013 5:00,6/11/2013 5:00
17164,Broad-winged Jojo,Song,C,7/9/2007,59,77,0:00,7/9/2007 0:00,7/9/2007 0:00
1202,Broad-winged Jojo,Song,C,7/18/2003,57,86,0:00,7/18/2003 0:00,7/18/2003 0:00
369858,Broad-winged Jojo,Song,D,6/25/2016,75,85,4:45,6/25/2016 4:45,6/25/2016 4:45
182957,Broad-winged Jojo,Song,D,6/21/2014,59,78,14:30,6/21/2014 14:30,6/21/2014 14:30
172982,Broad-winged Jojo,Song,D,6/17/2013,57,87,4:30,6/17/2013 4:30,6/17/2013 4:30
96700,Broad-winged Jojo,Call,D,9/16/2009,75,86,9:50,9/16/2009 9:50,9/16/2009 9:50
388694,Canadian Cootamum,Call,A,5/1/2016,32,125,6:00,5/1/2016 6:00,5/1/2016 6:00
388693,Canadian Cootamum,Call,A,5/1/2016,31,138,6:00,5/1/2016 6:00,5/1/2016 6:00
363105,Canadian Cootamum,Song,A,4/5/2017,32,148,20:05,4/5/2017 20:05,4/5/2017 20:05
362651,Canadian Cootamum,Call,A,4/2/2017,37,129,19:00,4/2/2017 19:00,4/2/2017 19:00
360916,Canadian Cootamum,Call,A,3/22/2017,52,168,18:30,3/22/2017 18:30,3/22/2017 18:30
358027,Canadian Cootamum,Call,A,3/5/2017,76,151,18:28,3/5/2017 18:28,3/5/2017 18:28
325432,Canadian Cootamum,Call,A,5/13/2016,142,99,19:30,5/13/2016 19:30,5/13/2016 19:30
313736,Canadian Cootamum,Song,A,4/22/2016,35,136,20:30,4/22/2016 20:30,4/22/2016 20:30
309337,Canadian Cootamum,Call,A,3/28/2016,28,144,20:30,3/28/2016 20:30,3/28/2016 20:30
305888,Canadian Cootamum,Call,A,5/25/2011,41,125,20:23,5/25/2011 20:23,5/25/2011 20:23
243587,Canadian Cootamum,Call,A,3/13/2015,85,133,7:00,3/13/2015 7:00,3/13/2015 7:00
243586,Canadian Cootamum,Call,A,3/16/2015,30,132,6:30,3/16/2015 6:30,3/16/2015 6:30
